,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline_binary,attention_binary,baseline_beta,attention_beta,baseline_uncertain,attention_uncertain
2830,6,0.27032896876335144,4,0.2538831830024719,0.8673234820365906,-0.36866867542266846,-0.22782611846923828,-0.3342292308807373,-0.2348918914794922,-0.30706071853637695,-0.2805294990539551
2831,9,0.1502695381641388,134,1.1285632371902465,0.6537248939275742,-0.07984435558319092,-0.16240441799163818,-0.08019721508026123,-0.07321035861968994,-0.09497952461242676,-0.06808853149414062
2832,11,0.10960030555725098,24,1.428393006324768,0.5471630692481995,-0.258703351020813,-0.06711411476135254,-0.17728173732757568,-0.10265016555786133,-0.07580137252807617,-0.13158345222473145
2833,3,0.2451290786266327,97,0.5221658796072006,0.5709453225135803,0.1478952169418335,0.11882674694061279,0.15036022663116455,0.15127718448638916,0.15106701850891113,0.15028375387191772
2834,7,0.22653207182884216,70,2.642306923866272,0.6789609670639039,0.6968423128128052,0.34227824211120605,0.694217324256897,0.6960304379463196,0.6954878568649292,0.6924453377723694
2835,14,0.18763886392116547,23,1.048237042767661,0.5035929083824158,0.5544664859771729,-0.10479307174682617,0.574600100517273,0.5660808086395264,0.5315282940864563,0.576616644859314
2836,9,0.13749580085277557,44,1.0284571886062621,1.0134863406419754,0.19144856929779053,0.27530449628829956,0.1846003532409668,0.16514867544174194,0.19804388284683228,0.1769580841064453
2837,14,0.1126699149608612,73,1.0533389925956727,0.9791127393643061,-0.14948976039886475,-0.10795283317565918,-0.10856139659881592,-0.05602705478668213,-0.11787915229797363,-0.12221121788024902
2838,5,0.1806914210319519,48,1.2581795752048492,0.5558427025874456,0.03258746862411499,0.023319721221923828,0.02274233102798462,0.05671060085296631,0.026409506797790527,0.05674344301223755
2839,8,0.1275087147951126,34,1.3155015309651692,0.5822678923606872,-0.026238441467285156,-0.021793484687805176,-0.03136777877807617,-0.02182459831237793,-0.025040149688720703,-0.02071976661682129
