,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline,attention
216,10,0.3023940920829773,67,1.4880202015240986,0.8023028075695038,0.1626264452934265,0.21277779340744019
217,21,0.24733056128025055,38,1.3276404291391373,0.6753617937073988,0.7127630114555359,0.9077603816986084
218,16,0.18922656774520874,51,1.3180589526891708,0.6812743961811065,-0.0781630277633667,-0.08845925331115723
219,25,0.24451473355293274,43,0.7946315377950668,0.5567995838820934,-0.016291022300720215,0.16426467895507812
220,17,0.15888595581054688,138,1.8925522225243705,0.38640914410352706,0.6723651885986328,0.687954306602478
221,17,0.39257511496543884,125,0.6802578270435333,0.5613978187243144,0.7727592587471008,0.832834005355835
222,15,0.15006037056446075,190,1.5956513658165932,0.4349537874971117,0.3114784359931946,0.3266046643257141
223,10,0.16086293756961823,147,0.7395336031913757,0.2806080710142851,0.8075796365737915,0.8081765174865723
224,20,0.3182293176651001,78,1.1578866988420486,0.7246172558516264,0.9102085828781128,0.9385600090026855
225,24,0.3380192220211029,128,1.1583667993545532,0.6038004159927368,0.7667768001556396,0.7904135584831238
226,5,0.15471193194389343,127,1.2319697936375935,0.261239193379879,0.8681095838546753,0.8652575016021729
227,13,0.23997847735881805,32,0.7527463436126709,0.4125370517373085,0.8699149489402771,0.8739479780197144
228,15,0.1568378508090973,187,0.863393098115921,0.5606176753838857,0.5226659774780273,0.5351598262786865
229,6,0.26371559500694275,197,0.8480166594187418,0.6216429869333903,0.24418199062347412,0.25897496938705444
230,11,0.3479698598384857,175,0.7698964178562164,0.5950880133443408,0.840665340423584,0.8404136300086975
231,6,0.14442408084869385,87,0.8365660905838013,0.4217492341995239,0.2860887050628662,0.2889765501022339
232,15,0.18906913697719574,153,0.8935881853103638,0.45212657873829204,0.9699349999427795,0.9757945537567139
233,25,0.11915227770805359,140,0.6515739466995001,0.5377960599520627,-0.030398011207580566,-0.05922353267669678
234,24,0.2818567752838135,57,1.0857723951339722,0.5694001487323216,0.39943253993988037,0.5112311244010925
235,5,0.25432366132736206,163,1.4388542175292969,0.8401262164115906,0.19479483366012573,0.15831148624420166
236,7,0.10877928882837296,145,0.7540544867515564,0.5775633454322815,-0.03475630283355713,-0.03032243251800537
237,8,0.2703103721141815,191,1.0963980197906493,0.381252646446228,0.8646945357322693,0.8607815504074097
238,11,0.14317679405212402,4,0.840014785528183,0.4967934957572392,0.2896297574043274,0.7331885099411011
239,5,0.2806417942047119,101,0.6560651063919067,1.4162306785583496,0.03786659240722656,0.07440322637557983
