,num_nodes,edge_prob,number_train_samples_per_dataset,root_std,non_root_std,baseline,nll
8254,8,0.3429165184497833,160,1.0548244913419087,0.5897099018096924,3.2733422017372504e-07,9.245112551070633e-07
8255,8,0.2736787497997284,139,1.339448610941569,0.5901497185230256,2.1385973013821058e-05,2.3529772079200484e-05
8256,6,0.30314287543296814,185,1.3955540855725606,0.45549119512240094,1.3252905773697421e-05,1.3750414836977143e-05
8257,5,0.21385587751865387,74,0.7164596517880758,0.42676062881946564,1.655334017414134e-05,1.9283630535937846e-05
8258,6,0.20040686428546906,180,0.9187039136886597,0.38162272175153095,7.566839940409409e-06,8.632073331682477e-06
8259,23,0.11644107848405838,126,1.3092106216483645,0.6939982558999743,5.408739980339305e-07,8.121538712657639e-07
8260,4,0.19821228086948395,39,0.4086194137732188,0.7486465573310852,2.578984094725456e-06,2.686224661374581e-06
8261,6,0.1507825404405594,71,1.2769740025202434,0.351796214779218,2.3403321392834187e-05,2.3605784008395858e-05
8262,10,0.13101880252361298,125,0.6855041801929473,0.6599686563014984,6.574737199116498e-05,7.073097367538139e-05
8263,6,0.3007690906524658,19,0.8166963259379069,0.5795288383960724,3.3434866963943932e-06,3.6753972381120548e-06
8264,13,0.16595302522182465,13,0.8978774746259054,0.6441188752651215,3.843838567263447e-05,3.7467889342224225e-05
8265,11,0.11550512909889221,27,0.8620829880237579,0.5818468272686005,1.792978946468793e-05,1.9858287487295456e-05
8266,20,0.16742931306362152,17,1.7033321460088093,0.6713683692847981,8.338757879755576e-07,1.1111199000879424e-06
8267,5,0.2380983531475067,104,0.8613883058230082,0.2859920859336853,3.8258422137005255e-05,4.0121813071891665e-05
8268,12,0.1608881950378418,170,1.1895141700903575,0.559563010931015,3.965694759244798e-06,4.36505888501415e-06
8269,7,0.21552035212516785,80,0.9932319223880768,0.7817198038101196,1.5994168279576115e-05,1.6633375707897358e-05
8270,8,0.10810574889183044,68,1.6233796954154969,0.6729377309481303,7.703348273935262e-06,8.733967661100905e-06
8271,11,0.3999718427658081,31,0.8979575634002686,0.5895003096924888,4.8595215048408136e-05,5.5422431614715606e-05
8272,9,0.2271398901939392,57,1.0323264114558697,0.6812237203121185,6.205409590620548e-07,7.904836820671335e-07
8273,6,0.33425426483154297,152,1.463964581489563,0.4062655456364155,1.072225859388709e-05,1.1472190635686275e-05
8274,8,0.1975330114364624,9,2.1927810609340668,0.5453285227219263,2.3692534796282416e-06,5.3759081311000045e-06
8275,4,0.26141005754470825,23,1.2018722295761108,0.6524753471215566,6.92649564371095e-06,7.000210189289646e-06
8276,3,0.22741620242595673,115,0.40018755197525024,0.32036092877388,4.889360752713401e-06,5.0775079216691665e-06
8277,22,0.11870353668928146,97,0.8062670290470123,0.6987984618719887,2.104976601913222e-06,2.8453109734982718e-06
8278,4,0.13063330948352814,131,1.6764280200004578,0.5403023362159729,2.7433577997726388e-05,2.9211763830971904e-05
